row,subject_area,freq
7213,Packing density,1
7215,Pain management,1
7218,Paints,1
7219,Paired box,1
7220,Pakistan,1
7222,Palau,1
7226,Paleocene epoch,1
7230,Paleogene period,1
7244,Paleozoic era,1
7246,Palestinian territories,1
7248,Palladium,1
7249,Palliative care,1
7250,Pallidotomy,1
7251,Palmitoylation,1
7255,Pan coating microencapsulation,1
7256,Panama,1
7258,Pancreas development,1
7260,Pancreatic cancer,1
7262,Pancreatitis,1
7263,Panel reactive antibody testing,1
7266,Panicles,1
7268,Panthers,1
7269,Panton-Valentine leukocidin,1
7271,Papanicolaou staining,1
7272,Papaya trees,1
7275,Paper electrophoresis,1
7279,Papillomas,1
7281,Papua New Guinea,1
7282,Parabolas,1
7284,Paracoccidioides,1
7289,Paraffin removal,1
7290,Paraffin wax embedding,1
7291,Paraformaldehyde fixation,1
7294,Paragonimus,1
7295,Paraguay,1
7296,Parallel electron energy loss spectroscopy,1
7297,Parallel evolution,1
7298,Paralysis,1
7299,Paramecium,1
7302,Parapatric speciation,1
7303,Paraplegia,1
7308,Parasite groups,1
7312,Parasitic diseases,1
7313,Parasitic intestinal diseases,1
7315,Parasitic protozoans,1
7317,Parasitology,1
7318,Parasomnias,1
7321,Parathyroid hormone,1
7322,Parathyroid tumors,1
7323,Parathyroidectomy,1
7324,Paratuberculosis,1
7326,Pardo Brazilians,1
7329,Pareto distribution,1
7331,Parhelion,1
7334,Parkinson disease,1
7336,Parrot disease,1
7337,Parrots,1
7338,Pars plana vitrectomy,1
7340,Parthenogenesis,1
7341,Partial agonists,1
7342,Partial differential equations,1
7343,Partial disruption of cell membrane,1
7344,Partial hepatectomy,1
7345,Partial left ventriculectomy,1
7347,Partial pressure,1
7348,Particle accelerators,1
7349,Particle physics,1
7350,Particle size,1
7351,Particle spin,1
7352,Particulates,1
7353,Partition chromatography,1
7354,Partridges,1
7356,Pashtun people,1
7357,Passerines,1
7360,Pasteurellosis,1
7361,Patau syndrome,1
7362,Patch clamp techniques,1
7363,Patents,1
7364,Pathogen motility,1
7365,Pathogenesis,1
7366,Pathogens,1
7368,Pathology and laboratory medicine,1
7370,Patient advocacy,1
7371,Patients,1
7372,Pattern formation,1
7375,Payment,1
7377,Peach trees,1
7379,Peak values,1
7380,Peanut,1
7381,Pear trees,1
7384,Peas,1
7385,Pecans,1
7386,Pectins,1
7387,Pedagogy,1
7393,Pediatric epidemiology,1
7396,Pediatric infections,1
7397,Pediatric nephrology,1
7400,Pediatric orthopedics,1
7403,Pediatric surgery,1
7404,Pediatric urology,1
7405,Pediatrics,1
7406,Pediculosis,1
7407,Pedogenesis,1
7408,Pedology,1
7409,Pedroso's disease,1
7410,Peer review,1
7411,Pegylation,1
7412,Pelvic inflammatory disease,1
7413,Pelvic lymphadenectomy,1
7417,Pendulums,1
7418,Penetrating keratoplasty,1
7419,Penguins,1
7422,Peninsulas,1
7424,Pennsylvania,1
7425,Pentas,1
7426,Pentobarbital,1
7428,People and places,1
7429,Pep-reversed phase chromatography,1
7430,Pepsin treatment,1
7432,Peptic ulcer disease,1
7433,Peptide hormones,1
7434,Peptide libraries,1
7435,Peptide mapping,1
7436,Peptide nucleic acids,1
7437,Peptide synthesis,1
7438,Peptides,1
7439,Peptidoglycans,1
7440,Peptococcus,1
7441,Peptones,1
7442,Peptostreptococcus,1
7444,Perchlorates,1
7445,Perchloric acid,1
7447,Percolation,1
7448,Percutaneous transluminal coronary angioplasty,1
7449,Perfusion,1
7450,Pericardial diseases,1
7452,Pericarp,1
7454,Pericoronal abscesses,1
7455,Pericycle,1
7456,Pericytes,1
7457,Perimeters,1
7459,Perio-endo abscesses,1
7460,Periodic acid-Schiff reaction,1
7461,Periodic waves,1
7462,Periodontal abscesses,1
7463,Periodontal diseases,1
7465,Periodontitis,1
7466,Perioperative critical care,1
7467,Perioperative hemostasis,1
7468,Periorbital cellulitis,1
7470,Peripatric speciation,1
7471,Peripheral membrane proteins,1
7473,Peripheral neuropathy,1
7475,Peripheral vascular disease,1
7476,Peripherin,1
7477,Periplasm,1
7478,Perissodactyla,1
7479,Peritoneal cancer,1
7482,Peritonitis,1
7483,Peritonsillar abscesses,1
7484,Perma-mounting,1
7485,Permanganates,1
7486,Permeability,1
7487,Permian period,1
7489,Permutation,1
7491,Peromyscus,1
7493,Peroxides,1
7494,Peroxisomes,1
7495,Persian people,1
7496,Personal computers,1
7499,Personality disorders,1
7502,Personalized medicine,1
7503,PERT,1
7504,Perturbation (astrodynamics),1
7505,Perturbation (geology),1
7506,Perturbation theory,1
7507,Pertussis,1
7508,Peru,1
7510,Pervasive sign epistasis,1
7511,Pest control,1
7514,Pests,1
7515,Petals,1
7519,Petrochemistry,1
7520,Petroff-Hauser counting method,1
7521,Petrogenesis,1
7522,Petroleum,1
7523,Petroleum products,1
7524,Petrology,1
7528,Phacoemulsification,1
7529,Phaeosporotrichosis,1
7532,Phagocytosis,1
7533,Phagosomes,1
7535,Phanerozoic eon,1
7536,Pharmaceutical advertisements in medical journals,1
7537,Pharmaceutical engineering,1
7538,Pharmaceutical processing technology,1
7539,Pharmaceutics,1
7540,Pharmacists,1
7541,Pharmacodynamic analysis,1
7542,Pharmacodynamics,1
7545,Pharmacogenetics,1
7547,Pharmacokinetic analysis,1
7548,Pharmacokinetics,1
7549,Pharmacologic analysis,1
7550,Pharmacologic stress testing,1
7551,Pharmacologic-based diagnostics,1
7552,Pharmacology,1
7554,Pharyngitis,1
7556,Phase bias reduction,1
7557,Phase contrast microscopy,1
7558,Phase determination,1
7559,Phase diagrams,1
7564,Phase transitions,1
7566,Phenazine methosulfate staining,1
7567,Phenetic evolution,1
7569,Phenol-soluble modulin,1
7570,Phenols,1
7571,Phenotypes,1
7574,Pheochromocytoma cells,1
7575,Pheochromocytomas,1
7577,Pheromones,1
7579,Philanthropic funding of science,1
7580,Philippines,1
7581,Philosophy,1
7582,Phlebotomus,1
7583,Phlebotomy,1
7586,Phonemes,1
7587,Phonetics,1
7588,Phonology,1
7590,Phosphatase inhibitors,1
7592,Phosphates,1
7593,Phosphine,1
7596,Phosphoinositide signal transduction,1
7597,Phospholipid signaling cascade,1
7598,Phospholipids,1
7600,Phosphoproteins,1
7601,Phosphorescence,1
7602,Phosphoric acids,1
7604,Phosphorus,1
7606,Phosphorylation,1
7607,Photoacoustic spectroscopy,1
7608,Photoactivatable fluorescent proteins,1
7610,Photochemical reactions,1
7611,Photochemistry,1
7614,Photodermatology and skin aging,1
7615,Photodiodes,1
7616,Photographic sensitizers,1
7617,Photography,1
7618,Photoinhibition,1
7619,Photolysis,1
7620,Photomicroscopy,1
7621,Photomorphogenesis,1
7622,Photomultiplier tubes,1
7623,Photon absorptiometry,1
7624,Photon correlation spectroscopy,1
7625,Photonic materials,1
7626,Photons,1
7628,Photorefractive keratectomy,1
7631,Photosystem analysis,1
7634,Photovoltaic power,1
7635,Phthalates,1
7636,Phthisis,1
7643,Physical chemistry,1
7644,Physical cosmology,1
7645,Physical fitness,1
7646,Physical geography,1
7647,Physical laws and principles,1
7650,Physical metallurgy,1
7653,Physical properties,1
7654,Physical sciences,1
7655,Physical systems analysis,1
7657,Physicists,1
7658,Physicochemical microencapsulation techniques,1
7660,Physics,1
7667,Physiotherapy,1
7669,Phytochemistry,1
7670,Phytohemagglutinins,1
7671,Phytopharmacology,1
7675,Phytosociology,1
7676,Phytosterols,1
7677,Pichia pastoris,1
7678,Picornavirales,1
7679,Picornaviruses,1
7683,Piezoelectricity,1
7684,Pig models,1
7685,Pigeons,1
7686,Pigmentary disorders,1
7687,Pigments,1
7688,Pikachurin,1
7689,Pikas,1
7691,Pilot studies,1
7693,Pilots,1
7695,Pines,1
7697,Pinocytosis,1
7700,Pipeline hydrogen storage,1
7701,Pipelines (computing),1
7702,Pipettes,1
7704,Pistils,1
7705,Pistons,1
7706,Pitcairn Islands,1
7708,Pituitary adenomas,1
7711,PKA signaling cascade,1
7712,PLA2-arachidonic acid signaling cascade,1
7714,Placenta development,1
7718,Placozoa,1
7719,Plagues,1
7721,Planar chromatography,1
7723,Planarians,1
7724,Planet formation,1
7726,Planetary sciences,1
7728,Planetshine,1
7729,Plankton,1
7730,Planning programming budgeting,1
7731,Plant anatomy,1
7732,Plant and algal models,1
7736,Plant breeding,1
7741,Plant defenses,1
7758,Plant morphology,1
7759,Plant ovary,1
7761,Plant pathology,1
7763,Plant pests,1
7765,Plant physiology,1
7766,Plant polymorphism,1
7768,Plant reproduction,1
7771,Plant rhythms,1
7772,Plant roots,1
7773,Plant science,1
7774,Plant senescence,1
7775,Plant spores,1
7777,Plant tissues,1
7778,Plant transpiration,1
7788,Planting,1
7789,Plants,1
7790,Plasma cell disorders,1
7792,Plasma proteins,1
7794,Plasmacytoma cells,1
7795,Plasmas,1
7803,Plasmid vectors,1
7807,Plasmodiophoromycota,1
7808,Plasmodium,1
7809,Plasmodium falciparum,1
7810,Plasmodium malariae,1
7811,Plasmodium ovale,1
7812,Plasmodium vivax,1
7813,Plasmodium yoelii,1
7815,Plastic embedding,1
7816,Plastic surgery and reconstructive techniques,1
7817,Plastics,1
7819,Plate tectonics,1
7820,Plateaus,1
7821,Platelet activation,1
7822,Platelet aggregation,1
7823,Plateletpheresis,1
7825,Plating efficiency assay,1
7826,Platinum,1
7827,Platypus,1
7828,Pleistocene epoch,1
7831,Pleural diseases,1
7832,Pleural effusion,1
7833,Pleuropulmonary blastoma,1
7834,Plexiglas,1
7835,Pliocene epoch,1
7838,Pluripotency,1
7839,Plutella,1
7841,Plutonium,1
7842,Plutonium alloys,1
7844,Pneumoconioses,1
7845,Pneumocystis,1
7846,Pneumocystis carinii pneumonia,1
7849,Pneumonia,1
7850,Pneumonic plagues,1
7851,Pneumonitis,1
7852,Poaceae,1
7854,Point mutation,1
7855,Point projection microscopy,1
7856,Poisoning,1
7857,Poisson approximation,1
7858,Poland,1
7859,Polarimetry,1
7861,Polarized electromagnetic radiation,1
7862,Polarized light microscopy,1
7863,Polarographic analysis,1
7866,Policing,1
7867,Poliomyelitis,1
7869,Polish people,1
7870,Political aspects of health,1
7872,Political parties,1
7873,Political science,1
7874,Political theory,1
7875,Pollen,1
7876,Pollen tube,1
7879,Pollution,1
7880,Polonium,1
7881,Polyacrylamide gel electrophoresis,1
7882,Polyacrylamides,1
7883,Polycarbonates,1
7884,Polychemotherapy,1
7885,Polyclonal antisera production,1
7886,Polycystic kidney disease,1
7887,Polycystic ovary syndrome,1
7890,Polyesters,1
7891,Polyethylene,1
7892,Polyethylene glycol precipitation,1
7893,Polygons,1
7894,Polylysine slide preparation,1
7895,Polymer chemistry,1
7900,Polymerases,1
7902,Polymerization microencapsulation,1
7903,Polymers,1
7904,Polymyalgia rheumatica,1
7907,Polynesians,1
7908,Polynomials,1
7909,Polynucleotide chromatography,1
7910,Polynucleotides,1
7911,Polynyas,1
7913,Polypeptides,1
7914,Polyphosphoinositide signaling cascade,1
7915,Polyploidy,1
7916,Polypropylene,1
7918,Polysaccharides,1
7919,Polysomnography,1
7920,Polystyrene,1
7921,Polytene chromosomes,1
7922,Polytherapy drug treatment,1
7923,Polyurethanes,1
7925,Polyvinyl chloride,1
7926,Polyvinylidenes,1
7927,Ponds,1
7928,Ponies,1
7929,Pontiac fever,1
7931,Poplars,1
7932,Population biology,1
7933,Population density,1
7934,Population dynamics,1
7937,Population groupings,1
7939,Population majorities,1
7940,Population metrics,1
7941,Population minorities,1
7942,Population mobility,1
7945,Population-based pharmacokinetic dosing,1
7947,Porosity,1
7948,Porous materials,1
7949,Porphyria,1
7952,Portal hypertension,1
7954,Portugal,1
7955,Portuguese people,1
7957,Positive random variables,1
7958,Positive-sense RNA viruses,1
7961,Post-fixation,1
7964,Post-translational modification,1
7966,Posteroventral pallidotomy,1
7968,Postpartum care,1
7971,Potassium,1
7972,Potassium alloys,1
7974,Potassium chloride,1
7976,Potential energy,1
7977,Potentiometric titration,1
7978,Potentiometry,1
7979,Pott's disease,1
7980,Potyvirus,1
7982,Pourbaix diagrams,1
7983,Poverty reduction,1
7984,Powder metallurgy,1
7985,Powders,1
7987,Power distribution,1
7988,Power engineering,1
7989,Power stations,1
7991,PPAR signaling,1
7992,Prader-Willi syndrome,1
7993,Praseodymium,1
7994,Praying mantis,1
7997,Precambrian supereon,1
7998,Precession,1
7999,Precipitates,1
8000,Precipitation techniques,1
8001,Preclinical models,1
8002,Precocious metamorphosis,1
8003,Precursor cells,1
8005,Precursors of type 2 diabetes,1
8007,Predator-prey dynamics,1
8017,Prenylation,1
8021,Prescribing habits,1
8023,Preservatives,1
8024,Presidents,1
8025,Pressure,1
8027,Presynaptic terminals,1
8030,Preventive medicine,1
8031,Prevotella,1
8032,Prevotella infection,1
8036,Primaquine,1
8037,Primary active transport,1
8038,Primary amoebic meningoencephalitis,1
8040,Primary care,1
8041,Primary cell culture,1
8042,Primary cells,1
8044,Primary hypertension,1
8045,Primary infertility,1
8046,Primary lateral sclerosis,1
8047,Primary sclerosing cholangitis,1
8048,Primates,1
8049,Primatology,1
8054,Prince Edward Island,1
8056,Prions,1
8057,Prisms,1
8058,Prison medicine,1
8059,Prisoner's dilemma,1
8060,Prisoners,1
8061,Prisons,1
8062,Privatization,1
8063,Pro-drugs,1
8064,Pro-reversed phase chromatography,1
8065,Probability density,1
8066,Probability distribution,1
8067,Probability estimation,1
8068,Probability theory,1
8070,Probiotics,1
8072,Process engineering,1
8073,Procion red chromatography,1
8074,Proctitis,1
8075,Procurement,1
8076,Production control,1
8077,Production engineering,1
8078,Production functions,1
8079,Production scheduling,1
8082,Professions,1
8083,Progeria,1
8084,Progesterone,1
8085,Prognosis,1
8086,Program evaluation and review technique,1
8087,Programmable matter,1
8088,Programmed instruction,1
8090,Programming languages,1
8091,Progressive bulbar palsy,1
8092,Progressive diseases,1
8093,Progressive multifocal leukoencephalopathy,1
8094,Prohormones,1
8095,Projective geometry,1
8097,Prokaryotic cells,1
8098,Prokaryotic models,1
8099,Prolactin,1
8100,Prolactinoma,1
8101,Proliferation control cell culture,1
8105,Prometheum,1
8109,Properdin,1
8110,Prophase,1
8112,Propidium iodide staining,1
8113,Propionates,1
8117,Propulsion,1
8118,Prosimians,1
8119,Prospective studies,1
8120,Prostacyclin,1
8121,Prostaglandin,1
8122,Prostaglandins,1
8124,Prostate diseases,1
8127,Prostatitis,1
8128,Prosthetic device infections,1
8129,Prosthetic groups,1
8131,Protactinium,1
8132,Protamines,1
8135,Protease inhibitors,1
8137,Proteasome inhibitors,1
8138,Proteasomes,1
8139,Protected specimen brush technique,1
8145,Protein abundance,1
8146,Protein aggregation,1
8147,Protein C deficiency,1
8148,Protein chemistry,1
8150,Protein complexes,1
8153,Protein domains,1
8156,Protein extraction,1
8160,Protein interactions,1
8161,Protein interactomes,1
8163,Protein kinase C signaling,1
8164,Protein kinase signaling cascade,1
8165,Protein metabolism,1
8168,Protein purification,1
8169,Protein S deficiency,1
8171,Protein specific chromatography,1
8181,Protein trans-splicing,1
8182,Protein translation,1
8183,Protein transport,1
8184,Protein-DNA cross-linking,1
8185,Protein-lipid interactions,1
8186,Protein-polynucleotide interactions,1
8187,Protein-polyphenol interactions,1
8188,Protein-protein interaction analysis,1
8189,Protein-protein interactions,1
8190,Protein-solvent interactions,1
8191,Proteinase inhibitors,1
8193,Proteins,1
8194,Proteinuria,1
8195,Proteoglycans,1
8196,Proteolipids,1
8197,Proteomes,1
8199,Proteomics,1
8200,Proterozoic eon,1
8201,Protestantism,1
8203,Proteus OX19,1
8205,Protists,1
8206,Proto-oncogenes,1
8208,Proton NMR spectroscopy,1
8209,Proton pumps,1
8211,Proton-motive force,1
8212,Proton-specific electrode assays,1
8213,Protons,1
8214,Protoplasts,1
8215,Prototheca,1
8216,Prototypes,1
8217,Protozoan infections,1
8219,Protozoan models,1
8220,Protozoans,1
8221,Protozoology,1
8225,Pseudobulbar palsy,1
8228,Pseudomembranous colitis,1
8229,Pseudomonas,1
8231,Pseudomonas fluorescens,1
8232,Pseudomonas infections,1
8233,Pseudomonas putida,1
8235,Pseudonocardia,1
8236,Pseudopodia,1
8237,Pseudorotation,1
8238,Psittacosis,1
8240,Psoriatic arthritis,1
8242,Psychoanalysis,1
8243,Psycholinguistics,1
8245,Psychological and psychosocial issues,1
8246,Psychological anthropology,1
8249,Psychologists,1
8253,Psychopharmacology,1
8255,Psychoses,1
8256,Psychostimulants,1
8257,Psychotherapy,1
8258,Pteridology,1
8259,Pteridophytes,1
8263,Public administration,1
8264,Public and occupational health,1
8265,Public choice theory,1
8266,Public finance,1
8267,Public goods game,1
8268,Public opinion,1
8269,Public pensions,1
8270,Public policy,1
8271,Publication ethics,1
8272,Publication practices,1
8273,Puerto Rico,1
8274,Pulex,1
8276,Pulmonary embolism,1
8277,Pulmonary fibrosis,1
8278,Pulmonary function,1
8279,Pulmonary hypertension,1
8283,Pulmonology,1
8284,Pulsars,1
8285,Pulse radiolysis,1
8287,Pulsed-field gel electrophoresis,1
8288,Pulsed-field protein electrophoresis,1
8289,Pumas,1
8290,Punjabi people,1
8293,Pure culture,1
8294,Pure cultures,1
8295,Purification techniques,1
8296,Purine metabolism,1
8298,Purity,1
8299,Purkinje cells,1
8302,Pyelonephritis,1
8303,Pyemia,1
8304,Pyoderma,1
8305,Pyomyositis,1
8306,Pyramidal cells,1
8309,Pyrimethamine,1
8312,Pyrococcus,1
8313,Pyrometallurgy,1
8314,Pyruvate,1
8315,Pyruvic acid,1
8316,Pythons,1
8317,Q fever,1
8319,Qatar,1
8320,Quails,1
8321,Qualitative analysis,1
8322,Qualitative studies,1
8323,Quality assurance,1
8324,Quality control,1
8325,Quality of care,1
8326,Quality of life,1
8327,Quantitative analysis,1
8330,Quantitative trait loci,1
8332,Quantization (signal processing),1
8333,Quantum chemistry,1
8334,Quantum chromodynamics,1
8335,Quantum computing,1
8336,Quantum confinement effect,1
8337,Quantum dots,1
8338,Quantum electrodynamics,1
8339,Quantum entanglement,1
8340,Quantum field theory,1
8343,Quantum key distribution,1
8344,Quantum mechanics,1
8345,Quantum state,1
8346,Quantum teleportation,1
8347,Quantum tunneling,1
8348,Quarantines,1
8350,Quarks,1
8351,Quartz,1
8352,Quasi-bound states,1
8354,Quebec,1
8355,Quechuas,1
8356,Quellung reaction,1
8357,Questionnaires,1
8358,Quiet,1
8359,Quinine,1
8364,Rabbit fever,1
8365,Rabbit mammary gland assay,1
8369,Raccoons,1
8370,Racial discrimination,1
8371,Radar,1
8372,Radar astronomy,1
8373,Radial keratotomy,1
8374,Radiation,1
8376,Radiation chemistry,1
8377,Radiation effects,1
8378,Radiation exposure,1
8380,Radiation therapy,1
8387,Radical surgery,1
8389,Radii,1
8390,Radio astronomy,1
8391,Radio waves,1
8392,Radioactivation analysis,1
8394,Radioactive carbon dating,1
8396,Radioallergosorbent test,1
8397,Radiobiology,1
8398,Radiochemistry,1
8399,Radiofrequency ablation,1
8400,Radioimmunoassays,1
8401,Radioimmunoguided surgery,1
8402,Radioimmunoprecipitation assay,1
8403,Radioimmunosorbent test,1
8405,Radioligand binding assay,1
8406,Radiologists,1
8407,Radiology and imaging,1
8408,Radiometry,1
8410,Radionuclide generators,1
8412,Radiopharmaceuticals,1
8413,Radioprotection,1
8414,Radiosurgery,1
8416,Radium,1
8417,Radon,1
8418,Rain,1
8420,Raji cells,1
8422,Raman scattering,1
8423,Raman spectroscopy,1
8426,Random number generators,1
8427,Random searching,1
8428,Random variables,1
8429,Random walk,1
8432,Ranvier's nodes,1
8433,Rape and sexual assault,1
8434,Rapeseed,1
8436,Rapid X-ray diffraction,1
8437,Raptors,1
8438,Rare earth alloys,1
8439,Ras signaling,1
8441,Rasta,1
8442,Raster plots,1
8443,Rat antidiuresis assay,1
8444,Rat bite fever,1
8445,Rat blood pressure assay,1
8446,Rat single-pass perfusion technique,1
8447,Rations,1
8449,Rattlesnakes,1
8450,Raw materials,1
8451,Rayleigh scattering,1
8452,Rayleigh scattering techniques,1
8453,Reactants,1
8454,Reaction dynamics,1
8455,Reaction kinetics,1
8456,Reaction quotient,1
8459,Reactive arthritis,1
8460,Reactive compounds,1
8461,Reactive oxygen species,1
8463,Reactor materials,1
8464,Reactor physics,1
8465,Real numbers,1
8466,Real time computing,1
8470,Receptor antagonist therapy,1
8471,Receptor binding assays,1
8472,Receptor physiology,1
8474,Receptor-ligand binding assay,1
8475,Recessive traits,1
8476,Reciprocal sign epistasis,1
8479,Recombinant protein purification,1
8480,Recombinant proteins,1
8482,Recombination reactions,1
8486,Recreational drug use,1
8488,Rectal cancer,1
8489,Rectifiers,1
8491,Recurrent diseases,1
8493,Red blood cells,1
8495,Red Sea,1
8496,Redox signaling,1
8497,Redshift,1
8499,Reducing agents,1
8500,Reduction mammaplasty,1
8501,Reductive methylation,1
8502,Reed-Sternberg cells,1
8504,Reefs,1
8505,Reference electrodes,1
8507,Reflected-light microscopy,1
8508,Reflection,1
8509,Reflection X-ray microscopy,1
8510,Reflexes,1
8511,Refractive index,1
8512,Refractive surgery,1
8514,Regional geography,1
8515,Regolith,1
8517,Regulation of public utilities,1
8518,Regulations,1
8519,Regulator genes,1
8520,Regulatory networks,1
8521,Regulatory proteins,1
8523,Regulons,1
8525,Relational databases,1
8527,Relativity,1
8528,Relaxation (physics),1
8530,Relaxation time,1
8531,Relaxin,1
8532,Relays,1
8533,Reliability,1
8534,Reliability engineering,1
8536,Religious faiths,1
8537,Remote areas,1
8538,Remote sensing,1
8540,Renal analysis,1
8543,Renal cancer,1
8547,Renal critical care,1
8548,Renal diseases,1
8549,Renal failure,1
8550,Renal ischemia,1
8554,Renin-angiotensin system,1
8556,Repeated sequences,1
8557,Reperfusion,1
8558,Reperfusion injury,1
8559,Replica plating,1
8561,Reporter genes,1
8562,Reproducibility,1
8569,Reproductive system analysis,1
8570,Reproductive system procedures,1
8571,Reprographic processes,1
8572,Reptile biology,1
8573,Reptile genetics,1
8574,Reptile genomics,1
8576,Reptiles,1
8577,Republic of the Congo,1
8578,Research and analysis methods,1
8579,Research assessment,1
8580,Research design,1
8581,Research errors,1
8582,Research facilities,1
8583,Research funding,1
8584,Research grants,1
8585,Research integrity,1
8586,Research laboratories,1
8587,Research monitoring,1
8588,Research quality assessment,1
8589,Research reporting guidelines,1
8590,Research validity,1
8592,Residual water analysis,1
8593,Resistant hypertension,1
8594,Resistin,1
8595,Resistors,1
8596,Resonance,1
8597,Resonance frequency,1
8598,Resonance Raman spectroscopy,1
8599,Resource management (economics),1
8604,Respiratory analysis,1
8606,Respiratory failure,1
8607,Respiratory infections,1
8612,Respiratory system procedures,1
8613,Respirometry,1
8615,Restless legs syndrome,1
8620,Resuscitation,1
8621,Retail,1
8624,Retinal degeneration,1
8625,Retinal disorders,1
8628,Retinitis,1
8629,Retinitis pigmentosa,1
8631,Retinoblastoma cells,1
8633,Retinoic acid signaling cascade,1
8634,Retinoid signaling,1
8635,Retinopathy,1
8636,Retinopathy of prematurity,1
8637,Retraining,1
8638,Retrospective studies,1
8642,Reuptake inhibitors,1
8643,Reusable launch systems,1
8644,Revascularization,1
8645,Revenue management,1
8646,Reverberation,1
8648,Reverse mutation,1
8651,Reverse transcription,1
8652,Reversed phase chromatography,1
8654,Reversible inhibitors,1
8655,Reynolds number,1
8656,Rhabdomyolysis,1
8657,Rhabdoviruses,1
8658,Rheinberg microscopy,1
8659,Rhenium,1
8660,Rheology,1
8665,Rheumatology,1
8666,Rhinitis,1
8667,Rhinology,1
8668,Rhinoplasty,1
8670,Rhinosporidium seeberi,1
8672,Rhinovirus infection,1
8673,Rhizobium,1
8676,Rhode Island,1
8677,Rhodium,1
8679,Rhodococcus,1
8684,Ribonucleoproteins,1
8685,Ribonucleotides,1
8687,Ribosomal RNA,1
8694,Ricin,1
8695,Ricinus,1
8699,Rickettsiales,1
8700,Rickettsialpox,1
8701,Riemann hypothesis,1
8706,Rigidity (mathematics),1
8708,Ring closure algorithm,1
8709,Ring inversion,1
8710,Ring theory,1
8711,Risk analysis,1
8712,Risk management,1
8713,Risk-benefit analysis,1
8714,Ritual economy,1
8716,RNA,1
8718,RNA amplification,1
8723,RNA editing,1
8724,RNA extraction,1
8731,RNA polymerase,1
8735,RNA purification,1
8737,RNA sequences,1
8739,RNA splicing,1
8748,RNA viruses,1
8749,RNA-binding proteins,1
8750,RNase inhibitors,1
8753,Roberts syndrome,1
8754,Robotic behavior,1
8755,Robotics,1
8756,Robotics systems,1
8757,Robots,1
8758,Rockets,1
8759,Rocky Mountain spotted fever,1
8760,Rocky Mountains,1
8761,Rodents,1
8763,Roentgenium,1
8764,Romani people,1
8765,Romania,1
8766,Romanians,1
8767,Romanowsky-Giemsa staining,1
8772,Root hairs,1
8773,Root nodules,1
8774,Root structure,1
8776,Roses,1
8778,Rotations (stereochemistry),1
8780,Rotavirus infection,1
8781,Rotifers,1
8782,Rotors,1
8784,Routes of administration,1
8786,Rubber,1
8787,Rubeanic acid staining,1
8788,Rubella,1
8790,Rubidium,1
8791,Rubies,1
8792,Ruminants,1
8793,Ruminococcus,1
8795,Rural areas,1
8797,Russian people,1
8798,Ruthenium,1
8799,Rutherford backscattering spectrometry,1
8800,Rutherford scattering,1
8801,Rutherfordium,1
8802,Rwanda,1
8804,Ryegrass,1
8805,S_œo Tom_¨ and Pr_Áncipe,1
8806,S-nitrosylation,1
8807,Saba,1
8810,Saccharomyces,1
8814,Safety,1
8817,Safranin staining,1
8818,Saint Kitts and Nevis,1
8819,Saint Lucia,1
8820,Saint Martin,1
8821,Saint Vincent and the Grenadines,1
8822,Saint-Barth_¨lemy,1
8823,Salamanders,1
8824,Salaries,1
8825,Salicylates,1
8826,Salicylic acid,1
8827,Saline solutions,1
8831,Salivary gland development,1
8832,Salivary gland tumors,1
8840,Salmonellosis,1
8843,Salpingostomy,1
8844,Salpingotomy,1
8846,Salting out,1
8847,Salts,1
8849,Samarium,1
8850,Samoa,1
8851,San Marino,1
8853,Sand flies,1
8854,SAND proteins,1
8855,Sanitary engineering,1
8860,Sappinia,1
8863,Sarcoma cells,1
8864,Sarcomas,1
8867,Sarcopterygii,1
8868,Sargasso Sea,1
8869,SARS,1
8870,Sasak,1
8871,Saskatchewan,1
8873,Satellite viruses,1
8874,Saturation kinetics,1
8876,Saudi Arabia,1
8877,Saurashtra people,1
8879,Scale-free networks,1
8880,Scaling theory,1
8882,Scandium,1
8883,Scanning Auger microscopy,1
8884,Scanning confocal microscopy,1
8886,Scanning electron microscopes,1
8887,Scanning electron microscopy,1
8888,Scanning probe microscopy,1
8889,Scanning transmission electron microscopy,1
8890,Scanning tunneling microscopy,1
8891,Scar revision,1
8892,Scarlet fever,1
8893,Scars,1
8894,Scattering,1
8895,Schematic diagrams,1
8896,Schistosoma,1
8897,Schistosoma haematobium,1
8898,Schistosoma japonicum,1
8899,Schistosoma mansoni,1
8902,Schizophrenia,1
8903,Schizosaccharomyces,1
8905,Schoenemann reactions,1
8906,School closures,1
8907,Schoolchildren,1
8908,Schools,1
8909,Schwann cells,1
8911,Science and technology workforce,1
8914,Science policy,1
8915,Science policy and economics,1
8917,Scientific misconduct,1
8919,Scientists,1
8920,Scientometrics,1
8922,Scintillation (physics),1
8923,Scintillation counters,1
8928,Scorpions,1
8929,Scotland,1
8930,Scotoma,1
8931,Scottish people,1
8932,Scramblase,1
8934,Screening guidelines,1
8936,Scrofula,1
8938,Scrub typhus,1
8940,SDS polyacrylamide gel electrophoresis,1
8941,Sea anemones,1
8942,Sea cucumbers,1
8943,Sea ice,1
8944,Sea level change,1
8946,Sea slugs,1
8947,Sea squirts,1
8948,Sea urchin aquaculture,1
8950,Sea water,1
8951,Seabirds,1
8952,Seaborgium,1
8953,Seafloor spreading,1
8955,Seamounts,1
8956,Seasonal variations,1
8957,Seasons,1
8958,Seaweed,1
