row,code,subject_area,
27952,60.350.90.50.10.580,Staphylococcus,
27953,60.350.90.50.10.580.10,Staphylococcus aureus,
27954,60.350.90.50.10.580.10.10,Methicillin-resistant Staphylococcus aureus,
27955,60.350.90.50.10.580.10.20,Vancomycin-resistant Staphylococcus aureus,
27956,60.350.90.50.10.580.20,Staphylococcus epidermidis,
27957,60.350.90.50.10.580.30,Staphylococcus haemolyticus,
27958,60.350.90.50.10.580.40,Staphylococcus saprophyticus,
27959,60.350.90.50.10.590,Stenotrophomonas maltophilia,
27960,60.350.90.50.10.600,Streptococcus,
27961,60.350.90.50.10.600.10,Group A streptococci,
27962,60.350.90.50.10.600.20,Group B streptococci,
27963,60.350.90.50.10.600.30,Group C streptococci,
27964,60.350.90.50.10.600.40,Group D streptococci,
27965,60.350.90.50.10.600.50,Group F streptococci,
27966,60.350.90.50.10.600.60,Group G streptococci,
27967,60.350.90.50.10.600.70,Pneumococcus,
27968,60.350.90.50.10.600.80,Streptococcus agalactiae,
27969,60.350.90.50.10.600.90,Streptococcus anginosus,
27970,60.350.90.50.10.600.100,Streptococcus equi,
27971,60.350.90.50.10.600.110,Streptococcus mutans,
27972,60.350.90.50.10.600.120,Streptococcus pyogenes,
27973,60.350.90.50.10.610,Treponema pallidum,
27974,60.350.90.50.10.620,Ureaplasma urealyticum,
27975,60.350.90.50.10.630,Vibrio cholerae,
27976,60.350.90.50.10.640,Vibrio vulnificus,
27977,60.350.90.50.10.650,Yersinia,
27978,60.350.90.50.10.650.10,Yersinia enterocolitica,
27979,60.350.90.50.10.650.20,Yersinia pestis,
27980,60.350.90.50.10.650.30,Yersinia pseudotuberculosis,
27981,60.350.90.50.20,Fungal pathogens,
27982,60.350.90.50.20.10,Absidia corymbifera,
27983,60.350.90.50.20.20,Acremonium,
27984,60.350.90.50.20.30,Actinomadura,
27985,60.350.90.50.20.40,Alternaria,
27986,60.350.90.50.20.50,Aspergillus flavus,
27987,60.350.90.50.20.60,Aspergillus fumigatus,
27988,60.350.90.50.20.70,Basidiobolus ranarum,
27989,60.350.90.50.20.80,Blastomyces dermatitidis,
27990,60.350.90.50.20.90,Candida albicans,
27991,60.350.90.50.20.100,Cladosporium carrionii,
27992,60.350.90.50.20.110,Coccidioides,
27993,60.350.90.50.20.120,Conidiobolus,
27994,60.350.90.50.20.130,Cryptococcus albidus,
27995,60.350.90.50.20.140,Cryptococcus gattii,
27996,60.350.90.50.20.150,Cryptococcus neoformans,
27997,60.350.90.50.20.160,Epidermophyton,
27998,60.350.90.50.20.170,Fonsecaea,
27999,60.350.90.50.20.180,Fusarium,
28000,60.350.90.50.20.190,Histoplasma capsulatum,
28001,60.350.90.50.20.200,Lacazia loboi,
28002,60.350.90.50.20.210,Madurella,
28003,60.350.90.50.20.220,Microsporidia,
28004,60.350.90.50.20.230,Mucor indicus,
28005,60.350.90.50.20.240,Paracoccidioides brasiliensis,
28006,60.350.90.50.20.250,Penicillium marneffei,
28007,60.350.90.50.20.260,Phialophora verrucosa,
28008,60.350.90.50.20.270,Piedraia,
28009,60.350.90.50.20.280,Pseudallescheria,
28010,60.350.90.50.20.290,Rhizopus oryzae,
28011,60.350.90.50.20.300,Sporothrix schenckii,
28012,60.350.90.50.20.310,Streptomyces,
28013,60.350.90.50.20.320,Syncephalastrum racemosum,
28014,60.350.90.50.20.330,Trichophyton,
28015,60.350.90.50.20.340,Trichosporon,
28016,60.350.90.50.30,Viral pathogens,
28017,60.350.90.50.30.10,Adenoviruses,
28018,60.350.90.50.30.20,Arenaviruses,
28019,60.350.90.50.30.20.10,Chapare virus,
28020,60.350.90.50.30.20.20,Guanarito virus,
28021,60.350.90.50.30.20.30,Junin virus,
28022,60.350.90.50.30.20.40,Lassa virus,
28023,60.350.90.50.30.20.50,Lujo virus,
28024,60.350.90.50.30.20.60,Lymphocytic choriomeningitis virus,
28025,60.350.90.50.30.20.70,Machupo virus,
28026,60.350.90.50.30.20.80,Sabi_í virus,
28027,60.350.90.50.30.30,Astroviruses,
28028,60.350.90.50.30.40,Bunyaviruses,
28029,60.350.90.50.30.40.10,Crimean-Congo hemorrhagic fever virus,
28030,60.350.90.50.30.40.20,Hantavirus,
28031,60.350.90.50.30.40.20.10,Puumala virus,
28032,60.350.90.50.30.40.30,Rift Valley fever virus,
28033,60.350.90.50.30.50,Caliciviruses,
28034,60.350.90.50.30.50.10,Feline calicivirus,
28035,60.350.90.50.30.50.20,Lagovirus,
28036,60.350.90.50.30.50.30,Norovirus,
28037,60.350.90.50.30.50.40,Sapovirus,
28038,60.350.90.50.30.60,Coronaviruses,
28039,60.350.90.50.30.60.10,Canine coronavirus,
28040,60.350.90.50.30.60.20,Feline coronavirus,
28041,60.350.90.50.30.60.30,Mouse hepatitis virus,
28042,60.350.90.50.30.60.40,Transmissible gastroenteritis coronavirus,
28043,60.350.90.50.30.70,Enteroviruses,
28044,60.350.90.50.30.70.10,Coxsackieviruses,
28045,60.350.90.50.30.70.20,Echovirus,
28046,60.350.90.50.30.70.30,Poliovirus,
28047,60.350.90.50.30.70.40,Rhinovirus,
28048,60.350.90.50.30.80,Flaviviruses,
28049,60.350.90.50.30.80.10,Dengue virus,
28050,60.350.90.50.30.80.20,Hepatitis C virus,
28051,60.350.90.50.30.80.30,Hepatitis G virus,
28052,60.350.90.50.30.80.40,Japanese encephalitis virus,
28053,60.350.90.50.30.80.50,Pestivirus,
28054,60.350.90.50.30.80.60,Tick-borne encephalitis virus,
28055,60.350.90.50.30.80.70,West Nile virus,
28056,60.350.90.50.30.90,Hemorrhagic fever viruses,
28057,60.350.90.50.30.90.10,Crimean-Congo hemorrhagic fever virus,
28058,60.350.90.50.30.90.20,Ebola virus,
28059,60.350.90.50.30.100,Hepatitis viruses,
28060,60.350.90.50.30.100.10,Hepatitis A virus,
28061,60.350.90.50.30.100.20,Hepatitis B virus,
28062,60.350.90.50.30.100.30,Hepatitis C virus,
28063,60.350.90.50.30.100.40,Hepatitis delta virus,
28064,60.350.90.50.30.100.50,Hepatitis E virus,
28065,60.350.90.50.30.100.60,Hepatitis G virus,
28066,60.350.90.50.30.110,Herpesviruses,
28067,60.350.90.50.30.110.10,Epstein-Barr virus,
28068,60.350.90.50.30.110.20,Herpes simplex virus,
28069,60.350.90.50.30.110.30,Herpes simplex virus-1,
28070,60.350.90.50.30.110.40,Herpes simplex virus-2,
28071,60.350.90.50.30.110.50,Human cytomegalovirus,
28072,60.350.90.50.30.110.60,Kaposi's sarcoma-associated herpesvirus,
28073,60.350.90.50.30.110.70,Roseolovirus,
28074,60.350.90.50.30.110.80,Varicella zoster virus,
28075,60.350.90.50.30.120,Immunodeficiency viruses,
28076,60.350.90.50.30.120.10,FIV,
28077,60.350.90.50.30.120.20,HIV,
28078,60.350.90.50.30.120.30,HIV-1,
28079,60.350.90.50.30.120.40,HIV-2,
28080,60.350.90.50.30.120.50,SIV,
28081,60.350.90.50.30.130,Lyssavirus,
28082,60.350.90.50.30.130.10,Rabies virus,
28083,60.350.90.50.30.140,Orthomyxoviruses,
28084,60.350.90.50.30.140.10,Infectious salmon anemia virus,
28085,60.350.90.50.30.140.20,Influenza viruses,
28086,60.350.90.50.30.140.20.10,Avian influenza A viruses,
28087,60.350.90.50.30.140.20.20,Influenza A virus,
28088,60.350.90.50.30.140.20.30,Influenza B virus,
28089,60.350.90.50.30.140.20.40,Influenza C virus,
28090,60.350.90.50.30.140.30,Thogotovirus,
28091,60.350.90.50.30.150,Papillomaviruses,
28092,60.350.90.50.30.150.10,Bovine papillomavirus,
28093,60.350.90.50.30.150.20,Cottontail rabbit papillomavirus,
28094,60.350.90.50.30.150.30,HPV-1,
28095,60.350.90.50.30.150.40,HPV-11,
28096,60.350.90.50.30.150.50,HPV-16,
28097,60.350.90.50.30.150.60,HPV-18,
28098,60.350.90.50.30.150.70,HPV-2,
28099,60.350.90.50.30.150.80,HPV-31,
28100,60.350.90.50.30.150.90,HPV-45,
28101,60.350.90.50.30.150.100,HPV-6,
28102,60.350.90.50.30.150.110,Human papillomavirus,
28103,60.350.90.50.30.160,Paramyxoviruses,
28104,60.350.90.50.30.160.10,Avian paramyxovirus,
28105,60.350.90.50.30.160.20,Canine distemper virus,
28106,60.350.90.50.30.160.30,Hendra virus,
28107,60.350.90.50.30.160.40,Human metapneumovirus,
28108,60.350.90.50.30.160.50,Human parainfluenza viruses,
28109,60.350.90.50.30.160.60,Measles virus,
28110,60.350.90.50.30.160.70,Menangle virus,
28111,60.350.90.50.30.160.80,Mumps virus,
28112,60.350.90.50.30.160.90,Newcastle disease virus,
28113,60.350.90.50.30.160.100,Nipah virus,
28114,60.350.90.50.30.160.110,Respiratory syncytial virus,
28115,60.350.90.50.30.160.120,Rinderpest,
28116,60.350.90.50.30.160.130,Sendai virus,
28117,60.350.90.50.30.170,Parvoviruses,
28118,60.350.90.50.30.170.10,Adeno-associated viruses,
28119,60.350.90.50.30.170.20,Amdovirus,
28120,60.350.90.50.30.170.30,Bocovirus,
28121,60.350.90.50.30.170.40,Dependoviruses,
28122,60.350.90.50.30.170.50,Erythrovirus,
28123,60.350.90.50.30.180,Polyomaviruses,
28124,60.350.90.50.30.180.10,Bk virus,
28125,60.350.90.50.30.180.20,JC virus,
28126,60.350.90.50.30.180.30,Merkel cell polyomavirus,
28127,60.350.90.50.30.180.40,SV40,
28128,60.350.90.50.30.190,Poxviruses,
28129,60.350.90.50.30.190.10,Avipox virus,
28130,60.350.90.50.30.190.20,Cowpox virus,
28131,60.350.90.50.30.190.30,Molluscum contagiosum virus,
28132,60.350.90.50.30.190.40,Myxoma virus,
28133,60.350.90.50.30.190.50,Orthopoxvirus,
28134,60.350.90.50.30.190.60,Parapox virus,
28135,60.350.90.50.30.190.70,Smallpox virus,
28136,60.350.90.50.30.190.80,Vaccinia virus,
28137,60.350.90.50.30.190.90,Yatapoxvirus,
28138,60.350.90.50.30.200,Reoviruses,
28139,60.350.90.50.30.200.10,African horse sickness virus,
28140,60.350.90.50.30.200.20,Bluetongue virus,
28141,60.350.90.50.30.200.30,Coltivirus,
28142,60.350.90.50.30.200.40,Epizootic hemorrhagic disease virus,
28143,60.350.90.50.30.200.50,Rotavirus,
28144,60.350.90.50.30.210,Retroviruses,
28145,60.350.90.50.30.210.10,HIV,
28146,60.350.90.50.30.210.20,HTLV-1,
28147,60.350.90.50.30.210.30,Lentivirus,
28148,60.350.90.50.30.210.30.10,FIV,
28149,60.350.90.50.30.220,Tobamoviruses,
28150,60.350.90.50.30.220.10,Oilseed rape mosaic virus,
28151,60.350.90.50.30.220.20,Tobacco mosaic virus,
28152,60.350.90.50.30.230,Togaviruses,
28153,60.350.90.50.30.230.10,Alphaviruses,
28154,60.350.90.50.30.230.10.10,Barmah Forest virus,
28155,60.350.90.50.30.230.10.20,Chikungunya virus,
28156,60.350.90.50.30.230.10.30,Eastern equine encephalitis virus,
28157,60.350.90.50.30.230.10.40,Mayaro virus,
28158,60.350.90.50.30.230.10.50,O'nyong'nyong virus,
28159,60.350.90.50.30.230.10.60,Ross River virus,
28160,60.350.90.50.30.230.10.70,Semliki Forest virus,
28161,60.350.90.50.30.230.10.80,Sindbis virus,
28162,60.350.90.50.30.230.10.90,Tonate virus,
28163,60.350.90.50.30.230.10.100,Una virus,
28164,60.350.90.50.30.230.10.110,Venezuelan equine encephalitis virus,
28165,60.350.90.50.30.230.10.120,Western equine encephalitis virus,
28166,60.350.90.50.30.230.20,Rubella virus,
28168,60.350.90.70,Plant pathogens,
28169,60.350.90.70.10,Downy mildew,
28170,60.350.90.70.20,Plant bacterial pathogens,
28171,60.350.90.70.30,Plant fungal pathogens,
28172,60.350.90.70.30.10,Powdery mildew,
28173,60.350.90.70.30.20,Rice blast fungus,
28174,60.350.90.70.40,Plant viral pathogens,
28175,60.350.90.70.40.10,Tobamoviruses,
28176,60.350.90.70.40.10.10,Oilseed rape mosaic virus,
28177,60.350.90.70.40.10.20,Tobacco mosaic virus,
28178,60.350.90.70.50,Viroids,
28180,60.350.90.80.10,Adhesins,
28182,60.350.90.80.20.10,Flagella,
28183,60.350.90.80.20.10.10,Bacterial flagella,
28184,60.350.90.80.20.20,Pili and fimbriae,
28185,60.350.90.80.30,Secretion systems,
28190,60.350.130.10,Serodiagnosis,
28191,60.350.130.20,Widal test,
28198,60.350.140.60,Constipation,
28200,60.350.140.80,Coughing,
28202,60.350.140.100,Diarrhea,
28206,60.350.140.130,Endotoxemia,
28207,60.350.140.140,Erythema,
28221,60.350.140.220,Hepatomegaly,
28222,60.350.140.230,Hepatosplenomegaly,
28234,60.350.140.340,Immune suppression,
28236,60.350.140.360,Inflammation,
28246,60.350.140.460,Pain,
28247,60.350.140.460.10,Abdominal pain,
28248,60.350.140.460.20,Lower back pain,
28249,60.350.140.460.30,Myofascial pain,
28250,60.350.140.460.40,Neuropathic pain,
28251,60.350.140.460.50,Rheumatic pain,
28259,60.350.140.510,Rashes,
28266,60.350.140.550,Sneezing,
28267,60.350.140.560,Splenomegaly,
28271,60.350.140.590.10,Tropical ulcer,
28272,60.350.140.600,Vomiting,
28275,60.350.170,Toxicology,
28276,60.350.170.10,Antidotes,
28277,60.350.170.20,Antitoxins,
28278,60.350.170.30,Cytotoxicity,
28279,60.350.170.40,Cytotoxicity assay,
28280,60.350.170.50,Detoxification,
28281,60.350.170.60,Endotoxemia,
28282,60.350.170.70,Forensic toxicology,
28283,60.350.170.80,Genetic toxicology,
28284,60.350.170.90,Immunotoxicology,
28285,60.350.170.100,Neurotoxicology,
28286,60.350.170.100.10,Neurotoxins,
28287,60.350.170.110,Predictive toxicology,
28288,60.350.170.120,Toxic agents,
28289,60.350.170.120.10,Cyanides,
28290,60.350.170.120.20,Cytotoxins,
28291,60.350.170.120.30,Neurotoxins,
28292,60.350.170.120.40,Toxins,
28293,60.350.170.120.40.10,Bacterial toxins,
28294,60.350.170.120.40.10.10,Bacteriocins,
28295,60.350.170.120.40.10.20,Botulinum toxin,
28296,60.350.170.120.40.10.30,Endotoxins,
28297,60.350.170.120.40.10.40,Enterotoxins,
28298,60.350.170.120.40.10.50,Exotoxins,
28299,60.350.170.120.40.10.60,Toxoids,
28300,60.350.170.120.40.20,Heavy metals,
28301,60.350.170.120.40.30,Venoms,
28302,60.350.170.130,Toxicity,
28303,60.350.170.140,Toxicokinetics,
28304,60.350.170.150,Toxin binding,
28312,60.360.50,Developmental and pediatric neurology,
28315,60.360.70,Pediatric anesthesiology,
28316,60.360.80,Pediatric cardiology,
28317,60.360.90,Pediatric critical care,
28318,60.360.100,Pediatric dermatology,
28319,60.360.110,Pediatric endocrinology,
28320,60.360.120,Pediatric gastroenterology,
28321,60.360.120.10,Hirschsprung disease,
28322,60.360.130,Pediatric hematology,
28324,60.360.150,Pediatric oncology,
28325,60.360.160,Pediatric ophthalmology,
28327,60.360.180,Pediatric otolaryngology,
28353,60.370.40.20,Anesthesia,
28354,60.370.40.20.10,General anesthesia,
28355,60.370.40.20.10.10,General inhalational anesthesia,
28356,60.370.40.20.10.20,Intramuscular anesthesia,
28357,60.370.40.20.10.30,Intravenous anesthesia,
28358,60.370.40.20.10.40,Rectal anesthesia,
28359,60.370.40.20.20,High pressure anesthesia,
28360,60.370.40.20.30,Hypotensive anesthesia,
28361,60.370.40.20.40,Hypothermic anesthesia,
28362,60.370.40.20.50,Insufflation anesthesia,
28363,60.370.40.20.60,Local and regional anesthesia,
28364,60.370.40.20.60.10,Bier block,
28365,60.370.40.20.60.20,Brachial plexus block,
28366,60.370.40.20.60.30,Caudal anesthesia,
28367,60.370.40.20.60.40,Cervical plexus block,
28368,60.370.40.20.60.50,Elbow block,
28369,60.370.40.20.60.60,Epidural block,
28370,60.370.40.20.60.70,Femoral block,
28371,60.370.40.20.60.80,Field block,
28372,60.370.40.20.60.90,Intracostal anesthesia,
28373,60.370.40.20.60.100,Intranasal block,
28374,60.370.40.20.60.110,Lumbar plexus block,
28375,60.370.40.20.60.120,Nerve block,
28376,60.370.40.20.60.130,Neuraxial block,
28377,60.370.40.20.60.140,Neuromuscular blockade,
28378,60.370.40.20.60.150,Paracervical block,
28379,60.370.40.20.60.160,Parasacral block,
28380,60.370.40.20.60.170,Paravertebral block,
28381,60.370.40.20.60.180,Perineural block,
28382,60.370.40.20.60.190,Presacral block,
28383,60.370.40.20.60.200,Pressure anesthesia,
28384,60.370.40.20.60.210,Saddle block,
28385,60.370.40.20.60.220,Splachnic block,
28386,60.370.40.20.60.230,Subarachnoid block,
28387,60.370.40.20.60.240,Topical anesthesia,
28451,60.380.20,Antimicrobial resistance,
28452,60.380.20.10,Antibiotic resistance,
28453,60.380.20.10.10,Methicillin resistance,
28454,60.380.20.10.20,Trimethoprim resistance,
28455,60.380.20.10.30,Vancomycin resistance,
28465,60.380.40,Cardiovascular pharmacology,
28474,60.380.100.10,Clinical trials,
28475,60.380.100.10.10,Clinical trial reporting,
28476,60.380.100.10.20,Cluster trials,
28477,60.380.100.10.30,Late phase III clinical trial,
28478,60.380.100.10.40,Multi-center trials,
28479,60.380.100.10.50,Non-randomized controlled trials,
28480,60.380.100.10.60,Phase I clinical investigation,
28481,60.380.100.10.70,Phase II clinical investigation,
28482,60.380.100.10.80,Phase III clinical investigation,
28483,60.380.100.10.90,Phase IV clinical investigation,
28484,60.380.100.10.100,Phase V clinical investigation,
28485,60.380.100.10.110,Post-marketing trials,
28486,60.380.100.10.120,Randomized controlled trials,
28487,60.380.100.10.130,Safety studies,
28491,60.380.100.30.10,Cancer drug discovery,
28503,60.380.110.10,ACE inhibitors,
28504,60.380.110.20,Amphetamines,
28505,60.380.110.30,Analgesics,
28506,60.380.110.30.10,COX-2 inhibitors,
28507,60.380.110.30.20,NSAIDs,
28508,60.380.110.30.30,Opioids,
28509,60.380.110.30.30.10,Codeine,
28510,60.380.110.30.30.20,Hydrocodone,
28511,60.380.110.30.30.30,Morphine,
28512,60.380.110.30.30.40,Oxycodone,
28513,60.380.110.40,Anesthetics,
28524,60.380.110.120,Antimicrobials,
28525,60.380.110.120.10,Antibacterials,
28526,60.380.110.120.20,Antibiotics,
28527,60.380.110.120.20.10,Chloramphenicol,
28528,60.380.110.120.20.20,Erythromycin,
28529,60.380.110.120.20.30,Neomycins,
28530,60.380.110.120.20.40,Penicillin,
28531,60.380.110.120.20.50,Polymyxins,
28532,60.380.110.120.20.60,Streptomycin,
28533,60.380.110.120.20.70,Tetracyclines,
28534,60.380.110.120.20.80,Vancomycin,
28535,60.380.110.120.30,Antifungals,
28536,60.380.110.120.30.10,Amphotericin,
28537,60.380.110.120.30.20,Nystatin,
28538,60.380.110.120.40,Antivirals,
28539,60.380.110.120.40.10,Antiretrovirals,
28540,60.380.110.120.40.20,Reverse transcriptase inhibitors,
28543,60.380.110.130.20,Reserpine,
28547,60.380.110.170,Chemotherapeutic agents,
28549,60.380.110.190,Contraceptives,
28557,60.380.110.270,Levodopa,
28560,60.380.110.300,Opioids,
28561,60.380.110.300.10,Codeine,
28562,60.380.110.300.20,Hydrocodone,
28563,60.380.110.300.30,Morphine,
28564,60.380.110.300.40,Oxycodone,
28579,60.380.150,Neuropharmacology,
28581,60.380.170,Pharmacoeconomics,
28582,60.380.180,Pharmacoepidemiology,
28584,60.380.200,Pharmacogenomics,
28588,60.380.210.30,Drug excretion,
28591,60.380.210.60,Tissue distribution,
28648,60.390,Physiology,
28649,60.390.10,Biological locomotion,
28650,60.390.10.10,Bipedalism,
28651,60.390.10.20,Burrowing,
28652,60.390.10.30,Climbing,
28653,60.390.10.40,Crawling,
28654,60.390.10.50,Flagellar rotation,
28655,60.390.10.60,Flight (biology),
28656,60.390.10.60.10,Bat flight,
28657,60.390.10.60.20,Bird flight,
28658,60.390.10.60.30,Flight speeds,
28659,60.390.10.60.40,Insect flight,
28660,60.390.10.70,Gait analysis,
28661,60.390.10.80,Jumping,
28662,60.390.10.90,Locomotion on the water surface,
28663,60.390.10.100,Running,
28664,60.390.10.110,Swimming,
28665,60.390.10.120,Walking,
28666,60.390.20,Body fluids,
28667,60.390.20.10,Amniotic fluid,
28668,60.390.20.20,Bile,
28669,60.390.20.20.10,Bilirubin,
28670,60.390.20.30,Blood,
28671,60.390.20.30.10,Alkali denaturation technique,
28672,60.390.20.30.20,Blood counts,
28673,60.390.20.30.20.10,Hematocrit,
28674,60.390.20.30.30,Blood flow,
28675,60.390.20.30.40,Blood groups,
28676,60.390.20.30.50,Blood plasma,
28677,60.390.20.30.60,Blood serum,
28678,60.390.20.30.60.10,Immune serum,
28679,60.390.20.30.60.20,Serum triglycerides,
28680,60.390.20.30.70,Blood sugar,
28681,60.390.20.30.80,Blood volume,
28682,60.390.20.30.90,Plasma volume,
28683,60.390.20.30.100,Platelets,
28684,60.390.20.40,Cerebrospinal fluid,
28685,60.390.20.50,Fluid physiology,
28686,60.390.20.60,Follicular fluid,
28687,60.390.20.70,Gastric mucosa,
28688,60.390.20.80,Interstitial fluid,
28689,60.390.20.90,Lymph,
28690,60.390.20.100,Milk,
28691,60.390.20.100.10,Breast milk,
28692,60.390.20.110,Mucus,
28693,60.390.20.110.10,Sputum,
28694,60.390.20.120,Nasal mucosa,
28695,60.390.20.130,Saliva,
28696,60.390.20.140,Semen,
28697,60.390.20.150,Sweat,
28698,60.390.20.160,Synovial fluid,
28699,60.390.20.170,Urine,
28700,60.390.30,Cardiovascular physiology,
28701,60.390.30.10,Angiogenesis,
28702,60.390.30.10.10,Intussusception,
28703,60.390.30.10.20,Vasculogenesis,
28704,60.390.30.20,Blood circulation,
28705,60.390.30.20.10,Microcirculation,
28706,60.390.40,Digestive physiology,
28707,60.390.40.10,Dentition,
28708,60.390.40.10.10,Tooth eruption,
28709,60.390.40.20,Digestive functions,
28710,60.390.40.30,Digestive regulation,
28711,60.390.40.40,Drug excretion,
28712,60.390.50,Electrophysiology,
28713,60.390.50.10,Electrophysiological properties,
28714,60.390.50.20,Ion channels,
28715,60.390.50.20.10,Calcium channels,
28716,60.390.50.20.10.10,Voltage-gated calcium channels,
28717,60.390.50.20.20,Cyclic nucleotide-gated channels,
28718,60.390.50.20.20.10,Hyperpolarization-activated cyclic nucleotide-gated channels,
28719,60.390.50.20.30,Ion channel gating,
28720,60.390.50.20.40,Ligand-gated ion channels,
28721,60.390.50.20.50,Light-gated ion channels,
28722,60.390.50.20.50.10,Channelrhodopsins,
28723,60.390.50.20.60,Mechanosensitive ion channels,
28724,60.390.50.20.70,Non-selective cation channels,
28725,60.390.50.20.80,Potassium channels,
28726,60.390.50.20.80.10,Calcium-activated potassium channels,
28727,60.390.50.20.80.20,Inward-rectifier potassium channels,
28728,60.390.50.20.80.30,Two-pore-domain potassium channels,
28729,60.390.50.20.80.40,Voltage-gated potassium channels,
28730,60.390.50.20.90,Proton channels,
28731,60.390.50.20.90.10,Voltage-gated proton channels,
28732,60.390.50.20.100,Sodium channels,
28733,60.390.50.20.100.10,Epithelial sodium channels,
28734,60.390.50.20.100.20,Voltage-gated sodium channels,
28735,60.390.50.20.110,Transient receptor potential channels,
28736,60.390.50.20.110.10,Temperature-gated ion channels,
28737,60.390.50.20.120,Two-pore ion channels,
28738,60.390.50.20.130,Voltage-gated ion channels,
28739,60.390.50.20.130.10,Catsper channels,
28740,60.390.50.20.130.20,Hyperpolarization-activated cyclic nucleotide-gated channels,
28741,60.390.50.20.130.30,Voltage-gated calcium channels,
28742,60.390.50.20.130.40,Voltage-gated potassium channels,
28743,60.390.50.20.130.50,Voltage-gated proton channels,
28744,60.390.50.20.130.60,Voltage-gated sodium channels,
28745,60.390.50.30,Membrane potential,
28746,60.390.50.30.10,Action potentials,
28747,60.390.50.30.20,Depolarization,
28748,60.390.50.30.30,Evoked potentials,
28749,60.390.50.30.30.10,Motor evoked potentials,
28750,60.390.50.30.40,Excitatory postsynaptic potentials,
28751,60.390.50.30.50,Hyperpolarization,
28752,60.390.50.30.60,Postsynaptic potentials,
28753,60.390.50.30.70,Receptor potentials,
28754,60.390.50.30.80,Synaptic potential,
28755,60.390.50.40,Neurophysiology,
28756,60.390.50.40.10,Action potentials,
28757,60.390.50.40.20,Brain electrophysiology,
28758,60.390.50.40.20.10,Deep-brain stimulation,
28759,60.390.50.40.20.10.10,Subthalamic nucleus deep brain stimulation,
28760,60.390.50.40.20.20,Electroencephalography,
28761,60.390.50.40.20.20.10,Event-related potentials,
28762,60.390.50.40.20.20.20,Visual-evoked potentials,
28763,60.390.50.40.20.30,Transcranial stimulation,
28764,60.390.50.40.20.30.10,Transcranial alternating current stimulation,
28765,60.390.50.40.20.30.20,Transcranial direct-current stimulation,
28766,60.390.50.40.20.30.30,Transcranial magnetic stimulation,
28767,60.390.50.40.30,Evoked potentials,
28768,60.390.50.40.30.10,Motor evoked potentials,
28769,60.390.50.40.40,Ion channels,
28770,60.390.50.40.40.10,Calcium channels,
28771,60.390.50.40.40.10.10,Voltage-gated calcium channels,
28772,60.390.50.40.40.20,Cyclic nucleotide-gated channels,
28773,60.390.50.40.40.20.10,Hyperpolarization-activated cyclic nucleotide-gated channels,
28774,60.390.50.40.40.30,Ion channel gating,
28775,60.390.50.40.40.40,Ligand-gated ion channels,
28776,60.390.50.40.40.50,Light-gated ion channels,
28777,60.390.50.40.40.50.10,Channelrhodopsins,
28778,60.390.50.40.40.60,Mechanosensitive ion channels,
28779,60.390.50.40.40.70,Non-selective cation channels,
28780,60.390.50.40.40.80,Potassium channels,
28781,60.390.50.40.40.80.10,Calcium-activated potassium channels,
28782,60.390.50.40.40.80.20,Inward-rectifier potassium channels,
28783,60.390.50.40.40.80.30,Two-pore-domain potassium channels,
28784,60.390.50.40.40.80.40,Voltage-gated potassium channels,
28785,60.390.50.40.40.90,Proton channels,
28786,60.390.50.40.40.90.10,Voltage-gated proton channels,
28787,60.390.50.40.40.100,Sodium channels,
28788,60.390.50.40.40.100.10,Epithelial sodium channels,
28789,60.390.50.40.40.100.20,Voltage-gated sodium channels,
28790,60.390.50.40.40.110,Transient receptor potential channels,
28791,60.390.50.40.40.110.10,Temperature-gated ion channels,
28792,60.390.50.40.40.120,Two-pore ion channels,
28793,60.390.50.40.40.130,Voltage-gated ion channels,
28794,60.390.50.40.40.130.10,Catsper channels,
28795,60.390.50.40.40.130.20,Hyperpolarization-activated cyclic nucleotide-gated channels,
28796,60.390.50.40.40.130.30,Voltage-gated calcium channels,
28797,60.390.50.40.40.130.40,Voltage-gated potassium channels,
28798,60.390.50.40.40.130.50,Voltage-gated proton channels,
28799,60.390.50.40.40.130.60,Voltage-gated sodium channels,
28800,60.390.50.40.50,Long-term potentiation,
28801,60.390.50.40.60,Synapses,
28802,60.390.50.40.60.10,Electrical synapses,
28803,60.390.50.40.60.20,Gap junctions,
28804,60.390.50.40.60.30,Neuromuscular junctions,
28805,60.390.50.40.60.40,Post-synaptic membranes,
28806,60.390.50.40.60.50,Pre-synaptic membranes,
28807,60.390.50.40.60.60,Synaptic vesicles,
28808,60.390.50.40.60.70,Synaptosomes,
28809,60.390.60,Endocrine physiology,
28810,60.390.60.10,Adrenarche,
28811,60.390.60.20,Autocrine mechanisms,
28812,60.390.60.30,Autocrine signaling,
28813,60.390.60.40,Endocrine-related substances,
28814,60.390.60.50,Endocrine signaling,
28815,60.390.60.60,Growth factors,
28816,60.390.60.60.10,Epidermal growth factor,
28817,60.390.60.60.20,Insulin-like growth factors,
28818,60.390.60.60.30,Placental growth factor,
28819,60.390.60.70,Hormone synthesis,
28820,60.390.60.80,Hormone transport,
28821,60.390.60.90,Insulin resistance,
28822,60.390.60.100,Insulin secretion,
28823,60.390.60.110,Insulin signaling,
28824,60.390.60.120,Insulin tolerance,
28825,60.390.60.130,Intracrine signaling,
28826,60.390.60.140,Juxtacrine signaling,
28827,60.390.60.150,Lactation,
28828,60.390.60.160,Menopause,
