code,subject_area
30.10.60.90,Seasons
30.10.60.90.10,Autumn
30.10.60.90.20,Spring
30.10.60.90.30,Summer
30.10.60.90.40,Winter
30.10.70,Meteorology
30.10.70.10,Clouds
30.10.70.20,Fog
30.10.70.30,Humidity
30.10.70.40,Rain
30.10.70.50,Snow
30.10.70.60,Storms
30.10.70.60.10,Hurricanes
30.10.70.60.20,Typhoons
30.10.70.70,Weather
30.10.70.80,Wind
30.10.80,Sky
30.20,Earth
30.20.10,Earth core
30.20.20,Earth crust
30.20.30,Earth mantle
30.20.40,Lithosphere
30.20.50,Mohorovi_ìi_ç discontinuity
30.20.60,Oceanic crust
30.20.70,Regolith
30.30,Geochemistry
30.30.10,Biogeochemistry
30.30.20,Carbon sink
30.40,Geodesy
30.50,Geography
30.50.10,Biogeography
30.50.10.10,Anthropogeography
30.50.10.20,Phylogeography
30.50.20,Cartography
30.50.20.10,Isotherms
30.50.20.20,Latitude
30.50.20.30,Longitude
30.50.20.40,Mapmaking
30.50.20.50,Topographic maps
30.50.30,Economic geography
30.50.30.10,Spatial allocation of resources
30.50.30.10.10,Isodapanes
30.50.40,Geographic areas
30.50.40.10,Northern Hemisphere
30.50.40.20,Remote areas
30.50.40.30,Rocky Mountains
30.50.40.40,Rural areas
30.50.40.50,Southern Hemisphere
30.50.40.60,Tibetan Plateau
30.50.40.70,Urban areas
30.50.50,Geoinformatics
30.50.50.10,Environmental systems modeling
30.50.50.20,Geocomputation
30.50.50.30,Geographic information systems
30.50.50.40,Geostatistics
30.50.50.50,Modifiable areal unit problem
30.50.50.60,Remote sensing imagery
30.50.50.70,Spatial analysis
30.50.50.80,Spatial autocorrelation
30.50.60,Historical geography
30.50.70,Human geography
30.50.70.10,Behavioral geography
30.50.70.20,Central-place theory
30.50.70.30,Cultural geography
30.50.70.40,Developing nations
30.50.70.40.10,Resource-limited countries
30.50.70.50,Distance-decay models
30.50.70.60,Housing
30.50.70.70,Land use
30.50.70.70.10,Agricultural land
30.50.70.80,Least-cost location
30.50.70.90,Neighborhoods
30.50.70.100,Settlement patterns
30.50.70.110,Social geography
30.50.70.120,Urban geography
30.50.80,Paleogeography
30.50.80.10,Prehistoric supercontinents
30.50.80.10.10,Columbian supercontinent
30.50.80.10.20,Euramerica
30.50.80.10.30,Gondwana
30.50.80.10.40,Kenorland
30.50.80.10.50,Laurasia
30.50.80.10.60,Nena
30.50.80.10.70,Oldredia
30.50.80.10.80,Pangaea
30.50.80.10.90,Pannotia
30.50.80.10.100,Rodinia
30.50.80.10.110,Ur
30.50.80.10.120,Vaalbara
30.50.80.20,Settlement patterns
30.50.90,Physical geography
30.50.90.10,Atmosphere
30.50.90.20,Biosphere
30.50.90.30,Earth systems
30.50.90.40,Geographical hydrology
30.50.90.50,Hydrosphere
30.50.90.60,Watersheds
30.50.100,Political geography
30.50.100.10,Geopolitics
30.50.100.10.10,Critical geopolitics
30.50.110,Regional geography
30.50.110.10,Geographical regions
30.50.110.10.10,Coastal regions
30.50.110.10.20,Mediterranean Basin
30.50.110.10.30,Subtropical regions
30.50.110.10.40,Temperate regions
30.50.110.10.50,Tropical regions
30.50.120,Spatial science
30.60,Geology
30.60.10,Geochronology
30.60.20,Geological facies
30.60.20.10,Biofacies
30.60.20.20,Facies metamorphism
30.60.20.30,Igneous facies
30.60.20.40,Lithofacies
30.60.20.50,Metamorphic facies
30.60.20.60,Palynofacies
30.60.20.70,Sedimentary facies
30.60.30,Geological surveys
30.60.40,Geological units
30.60.50,Geologic time
30.60.50.10,Archaean eon
30.60.50.20,Cenozoic era
30.60.50.20.10,Eocene epoch
30.60.50.20.20,Holocene epoch
30.60.50.20.30,Miocene epoch
30.60.50.20.40,Neogene period
30.60.50.20.50,Oligocene epoch
30.60.50.20.60,Paleocene epoch
30.60.50.20.70,Paleogene period
30.60.50.20.80,Pleistocene epoch
30.60.50.20.90,Pliocene epoch
30.60.50.30,Mesozoic era
30.60.50.30.10,Cretaceous period
30.60.50.30.20,Jurassic period
30.60.50.30.30,Triassic period
30.60.50.40,Paleozoic era
30.60.50.40.10,Cambrian period
30.60.50.40.20,Carboniferous period
30.60.50.40.30,Devonian period
30.60.50.40.40,Ordovician period
30.60.50.40.50,Permian period
30.60.50.40.60,Silurian period
30.60.50.50,Phanerozoic eon
30.60.50.60,Precambrian supereon
30.60.50.60.10,Archean eon
30.60.50.60.20,Hadean eon
30.60.50.60.30,Proterozoic eon
30.60.60,Historical geology
30.60.70,Igneous geology
30.60.80,Metamorphic geology
30.60.90,Petrology
30.60.90.10,Anatexis
30.60.90.20,Facies metamorphism
30.60.90.30,Metasomatism
30.60.90.40,Petrogenesis
30.60.90.50,Sediment
30.60.90.50.10,Loess
30.60.100,Planetary geology
30.60.110,Plate tectonics
30.60.120,Sedimentary geology
30.60.120.10,Perturbation (geology)
30.60.120.20,Sediment
30.60.120.20.10,Loess
30.60.120.30,Shale
30.60.130,Stratigraphy
30.60.130.10,Bedding (geology)
30.60.130.20,Biostratigraphy
30.60.130.20.10,Index fossils
30.60.130.30,Lithostratigraphy
30.60.140,Structural geology
30.60.150,Volcanology
30.60.150.10,Volcanoes
30.60.150.10.10,Mud volcanoes
30.70,Geomorphology
30.70.10,Erosion
30.70.20,Surface earth movement
30.70.30,Terrain
30.70.40,Topography
30.70.40.10,Karst features
30.70.40.20,Landforms
30.70.40.20.10,Atolls
30.70.40.20.20,Beaches
30.70.40.20.30,Canyons
30.70.40.20.40,Caves
30.70.40.20.50,Cliffs
30.70.40.20.60,Islands
30.70.40.20.70,Landform dynamics
30.70.40.20.80,Landform history
30.70.40.20.90,Mountains
30.70.40.20.100,Peninsulas
30.70.40.20.110,Plateaus
30.70.40.20.120,Shores
30.70.40.20.130,Valleys (landforms)
30.70.40.20.140,Wetlands
30.80,Geophysics
30.80.10,Atmospheric physics
30.80.10.10,Atmospheric dynamics
30.80.10.10.10,Atmospheric circulation
30.80.10.10.20,Atmospheric clouds
30.80.10.10.30,Atmospheric dispersion modeling
30.80.10.10.40,Atmospheric storms
30.80.10.20,Atmospheric layers
30.80.10.20.10,Exosphere
30.80.10.20.20,Heterosphere
30.80.10.20.30,Homosphere
30.80.10.20.40,Ionosphere
30.80.10.20.50,Mesosphere
30.80.10.20.60,Stratosphere
30.80.10.20.70,Thermosphere
30.80.10.20.80,Troposphere
30.80.20,Geoelectricity
30.80.30,Geomagnetism
30.80.40,Physical oceanography
30.80.50,Seismology
30.80.50.10,Earthquakes
30.80.50.20,Tsunamis
30.80.60,Tides
30.80.60.10,Atmospheric tides
30.80.60.20,Ocean tides
30.80.60.30,Tidal forces
30.90,Glaciology
30.90.10,Glaciers
30.90.20,Ice cap
30.90.30,Ice core
30.90.40,Ice sheet
30.90.50,Ice shelf
30.90.60,Meltwater
30.90.70,Polynyas
30.90.80,Sea ice
30.100,Hydrology
30.100.10,Flooding
30.100.20,Fresh water
30.100.30,Hydrography
30.100.40,Sea water
30.100.50,Shallow water
30.100.60,Surface water
30.110,Marine and aquatic sciences
30.110.10,Aquatic environments
30.110.10.10,Freshwater environments
30.110.10.10.10,Bogs
30.110.10.10.20,Fens
30.110.10.10.30,Lakes
30.110.10.10.40,Marshes
30.110.10.10.50,Rivers
30.110.10.10.60,Swamps
30.110.10.10.70,Wetlands
30.110.10.20,Marine environments
30.110.10.20.10,Coasts
30.110.10.20.10.10,Mangrove swamps
30.110.10.20.20,Ocean environments
30.110.20,Bodies of water
30.110.20.10,Baltic Sea
30.110.20.20,Estuaries
30.110.20.30,Gulfs
30.110.20.30.10,Gulf of Alaska
30.110.20.30.20,Gulf of Mexico
30.110.20.40,Inlets
30.110.20.50,Lagoons
30.110.20.60,Lakes
30.110.20.70,Oceans
30.110.20.70.10,Antarctic Ocean
30.110.20.70.20,Arctic Ocean
30.110.20.70.30,Atlantic Ocean
30.110.20.70.40,Deep sea
30.110.20.70.50,Equatorial ocean regions
30.110.20.70.60,Indian Ocean
30.110.20.70.70,Mediterranean Sea
30.110.20.70.80,Pacific Ocean
30.110.20.80,Ponds
30.110.20.90,Red Sea
30.110.20.100,Rivers
30.110.20.110,Sargasso Sea
30.110.30,Coastal ecology
30.110.40,Limnology
30.110.40.10,Effluent
30.110.40.20,Freshwater ecology
30.110.40.20.10,Limnetic ecosystems
30.110.40.30,Limnogeology
30.110.40.40,Paleolimnology
30.110.40.40.10,Paleoenvironments
30.110.40.50,Physical limnology
30.110.50,Marine biology
30.110.50.10,Coastal ecology
30.110.50.20,Coral reefs
30.110.50.30,Corals
30.110.50.40,Fisheries science
30.110.50.50,Marine conservation
30.110.50.60,Marine ecology
30.110.50.70,Marine mammals
30.110.50.70.10,Dolphins
30.110.50.70.20,Porpoises
30.110.50.70.30,Sea lions
30.110.50.70.40,Seals
30.110.50.70.50,Whales
30.110.50.70.50.10,Beaked whales
30.110.50.70.50.20,Beluga whales
30.110.50.70.50.30,Blue whales
30.110.50.70.50.40,Bowhead whales
30.110.50.70.50.50,Gray whales
30.110.50.70.50.60,Humpback whales
30.110.50.70.50.70,Killer whales
30.110.50.70.50.80,Minke whales
30.110.50.70.50.90,Pilot whales
30.110.50.70.50.100,Right whales
30.110.50.70.50.110,Sperm whales
30.110.50.80,Marine monitoring
30.110.50.90,Marine ornithology
30.110.50.100,Marine technology
30.110.50.110,Phycology
30.110.60,Marine geology
30.110.60.10,Cold seeps
30.110.60.20,Hydrothermal vents
30.110.60.30,Ocean basins
30.110.60.40,Ocean floor
30.110.60.50,Ocean ridges
30.110.60.60,Ocean troughs
30.110.60.70,Spreading centers
30.110.70,Marine monitoring
30.110.80,Marine technology
30.110.90,Oceanography
30.110.90.10,Biological oceanography
30.110.90.20,Chemical oceanography
30.110.90.30,El Ni__o-Southern Oscillation
30.110.90.40,Geological oceanography
30.110.90.50,Ocean acidification
30.110.90.60,Ocean circulation
30.110.90.70,Ocean properties
30.110.90.80,Ocean temperature
30.110.90.90,Ocean tides
30.110.90.100,Ocean waves
30.110.90.110,Paleooceanography
30.110.90.120,Paleotsunamis
30.110.90.130,Physical oceanography
30.110.90.140,Seafloor spreading
30.110.90.150,Sea level change
30.110.90.160,Tsunamis
30.110.90.170,Water columns
30.110.100,Reefs
30.110.100.10,Coral reefs
30.110.110,Water quality
30.110.110.10,Biochemical oxygen demand
30.110.110.20,Chemical oxygen demand
30.110.110.30,Dissolved oxygen
30.110.110.40,Total dissolved solids
30.120,Mineralogy
30.120.10,Clay mineralogy
30.120.20,Crystalline inclusions
30.120.30,Minerals
30.120.30.10,Aragonite
30.120.30.20,Asbestos
30.120.30.30,Calcite
30.120.30.40,Coesite
30.120.30.50,Gemstones
30.120.30.50.10,Diamonds
30.120.30.50.20,Pearls
30.120.30.50.30,Rubies
30.120.30.60,Graphite
30.120.30.70,Limestone
30.120.30.80,Magnetite
30.120.30.90,Mica
30.120.30.100,Mineral deposits
30.120.30.110,Quartz
30.120.30.120,Talc
30.120.40,Mud
30.130,Natural disasters
30.140,Paleontology
30.140.10,Biostratigraphy
30.140.10.10,Index fossils
30.140.20,Fossilization
30.140.20.10,Permineralization
30.140.20.10.10,Carbonate mineralization
30.140.20.10.20,Pyritization
30.140.20.10.30,Silicification
30.140.20.20,Petrifaction
30.140.30,Fossils
30.140.30.10,Coal balls
30.140.30.20,Derived fossils
30.140.30.30,Fossil calibration
30.140.30.40,Fossil record
30.140.30.50,Fossil wood
30.140.30.50.10,Mummified wood
30.140.30.50.20,Petrified wood
30.140.30.50.30,Submerged forests
30.140.30.60,Index fossils
30.140.30.70,Marine fossils
30.140.30.80,Microfossils
30.140.30.90,Paleosols
30.140.30.100,Plant fossils
30.140.30.100.10,Adpressions
30.140.30.100.20,Authigenic mineralizations
30.140.30.100.30,Fusain
30.140.30.100.40,Petrifactions
30.140.30.110,Trace fossils
30.140.30.120,Transitional fossils
30.140.40,Paleoanthropology
30.140.40.10,Lithic technology
30.140.50,Paleobiology
30.140.50.10,Ichnology
30.140.50.10.10,Trace fossils
30.140.50.20,Micropaleontology
30.140.50.20.10,Microfossils
30.140.50.30,Paleobotany
30.140.50.40,Paleoecology
30.140.50.40.10,Dendrochronology
30.140.50.50,Paleoimmunology
30.140.50.60,Paleozoology
30.140.50.60.10,Invertebrate paleontology
30.140.50.60.20,Vertebrate paleontology
30.140.50.70,Sclerochronology
30.140.50.80,Taphonomy
30.140.60,Paleobotany
30.140.70,Paleoclimatology
30.140.70.10,Dendroclimatology
30.140.70.20,Paleotemperature
30.140.80,Paleogenetics
30.140.80.10,Ancient DNA
30.140.90,Paleogeography
30.140.90.10,Prehistoric supercontinents
30.140.90.10.10,Columbian supercontinent
30.140.90.10.20,Euramerica
30.140.90.10.30,Gondwana
30.140.90.10.40,Kenorland
30.140.90.10.50,Laurasia
30.140.90.10.60,Nena
30.140.90.10.70,Oldredia
30.140.90.10.80,Pangaea
30.140.90.10.90,Pannotia
30.140.90.10.100,Rodinia
30.140.90.10.110,Ur
30.140.90.10.120,Vaalbara
30.140.90.20,Settlement patterns
30.140.100,Paleolimnology
30.140.100.10,Paleoenvironments
30.140.110,Paleoneurology
30.140.110.10,Hominid paleoneurology
30.140.120,Paleooceanography
30.140.130,Paleopedology
30.140.130.10,Paleosols
30.140.140,Paleotempestology
30.140.140.10,Paleotsunamis
30.140.150,Paleoxylology
30.140.150.10,Fossil wood
30.140.150.10.10,Mummified wood
30.140.150.10.20,Petrified wood
30.140.150.10.30,Submerged forests
30.140.160,Palynology
30.140.160.10,Melissopalynology
30.140.160.20,Palynofacies
30.140.160.30,Palynomorphs
30.140.160.30.10,Acritarchs
30.140.160.30.20,Chitinozoans
30.140.160.30.30,Dinocysts
30.140.160.30.40,Orbicules
30.140.160.30.50,Scolecodonts
30.140.170,Prehistoric animals
30.140.170.10,Acanthodii
30.140.170.20,Dinosaurs
30.140.170.30,Ostracodermi
30.140.170.40,Placodermi
40,Ecology and environmental sciences
40.10,Aquatic environments
40.10.10,Freshwater environments
40.10.10.10,Bogs
40.10.10.20,Fens
40.10.10.30,Lakes
40.10.10.40,Marshes
40.10.10.50,Rivers
40.10.10.60,Swamps
40.10.10.70,Wetlands
40.10.20,Marine environments
40.10.20.10,Coasts
40.10.20.10.10,Mangrove swamps
40.10.20.20,Ocean environments
40.20,Biogeochemistry
40.30,Biogeography
40.30.10,Anthropogeography
40.30.20,Phylogeography
40.40,Bioindicators
40.50,Conservation genetics
40.60,Conservation science
40.60.10,Endangered species
40.60.20,Species extinction
40.70,Daylight
40.70.10,Sunrise
40.70.20,Sunset
40.70.30,Twilight
40.80,Drought
40.90,Ecology
40.90.10,Agroecology
40.90.10.10,Agroforests
40.90.10.20,Agronomic ecology
40.90.10.30,Agro-population ecology
40.90.10.40,Colony collapse
40.90.10.50,Ecological political economy
40.90.10.60,Holon agroecology
40.90.20,Behavioral ecology
40.90.30,Biodiversity
40.90.40,Biota
40.90.50,Chemical ecology
40.90.60,Coastal ecology
40.90.70,Community ecology
40.90.70.10,Community assembly
40.90.70.20,Community structure
40.90.70.30,Ecological remediation
40.90.70.40,Ecological risk
40.90.70.50,Energy flow
40.90.70.60,Food web structure
40.90.70.70,Niche construction
40.90.70.80,Trophic interactions
40.90.70.80.10,Carnivory
40.90.70.80.20,Herbivory
40.90.70.80.30,Parasitism
40.90.70.80.40,Predation
40.90.80,Ecological economics
40.90.90,Ecological metrics
40.90.90.10,Biomass (ecology)
40.90.90.20,Carrying capacity
40.90.90.30,Ecological yield
40.90.90.40,Extinction risk
40.90.90.50,Maximum sustainable yield
40.90.90.60,Minimum viable population
40.90.90.70,Optimum sustainable yield
40.90.90.80,Photosynthetic efficiency
40.90.90.90,Population growth
40.90.90.100,Population size
40.90.90.100.10,Effective population size
40.90.90.110,Productivity (ecology)
40.90.90.120,Q10 temperature coefficient
40.90.90.130,Relative abundance distribution
40.90.90.140,Species diversity
40.90.90.140.10,Shannon index
40.90.90.140.20,Simpson index
40.90.100,Ecological niches
40.90.110,Ecophysiology
40.90.120,Ecosystems
40.90.120.10,Artificial ecosystems
40.90.120.20,Coastal ecosystems
40.90.120.30,Deserts
40.90.120.40,Ecosystem engineering
40.90.120.50,Ecosystem functioning
40.90.120.60,Ecosystem modeling
40.90.120.70,Forests
40.90.120.80,Jungles
40.90.120.90,Marine ecosystems
40.90.120.100,Microbial ecosystems
40.90.120.110,Rainforests
40.90.120.120,Reef ecosystems
40.90.120.130,Tropical ecosystems
40.90.120.140,Urban ecosystems
40.90.120.150,Wetland ecosystems
40.90.120.150.10,Delta ecosystems
40.90.130,Evolutionary ecology
40.90.140,Food chains
40.90.150,Forest ecology
40.90.160,Freshwater ecology
40.90.160.10,Limnetic ecosystems
40.90.170,Global change ecology
40.90.180,Industrial ecology
40.90.190,Macroecology
40.90.200,Marine ecology
40.90.210,Microbial ecology
40.90.210.10,Biofilms
40.90.210.10.10,Bacterial biofilms
40.90.210.20,Microbiome
40.90.210.30,Quorum sensing
40.90.220,Paleoecology
40.90.220.10,Dendrochronology
40.90.230,Plant ecology
40.90.230.10,Plant-animal interactions
40.90.230.10.10,Herbivory
40.90.230.10.20,Plant-herbivore interactions
40.90.230.10.30,Plant-insect interactions
40.90.230.20,Plant communities
40.90.230.20.10,Grasslands
40.90.230.30,Plant-environment interactions
40.90.230.30.10,Plant resistance to abiotic stress
40.90.230.30.10.10,Drought adaptation
40.90.230.30.20,Rhizosphere
40.90.230.40,Plant-microbial interactions
40.90.240,Population ecology
40.90.250,Restoration ecology
40.90.260,Spatial and landscape ecology
40.90.270,Systems ecology
40.90.280,Terrestrial ecology
40.90.290,Theoretical ecology
40.90.300,Urban ecology
40.100,Environmental chemistry
40.100.10,Atmospheric chemistry
40.100.10.10,Acid deposition
40.100.10.20,Air quality
40.100.10.30,Ionospheric chemistry
40.100.10.40,Ozone
40.100.20,Carbon cycle
40.100.30,Marine chemistry
40.100.40,Pollutants
40.100.40.10,Motor oil
40.100.40.20,Urban runoff
40.100.50,Soil chemistry
40.100.50.10,Anion exchange capacity
40.100.50.20,Cation exchange capacity
40.100.60,Water chemistry
40.100.60.10,Acid neutralizing capacity
40.110,Environmental economics
40.110.10,Bioeconomics
40.120,Environmental geography
40.130,Environmental geology
40.140,Environmental impacts
40.150,Environmental management
40.160,Environmental protection
40.170,Extremophiles
40.180,Habitats
40.190,Limnology
40.190.10,Effluent
40.190.20,Freshwater ecology
40.190.20.10,Limnetic ecosystems
40.190.30,Limnogeology
40.190.40,Paleolimnology
40.190.40.10,Paleoenvironments
40.190.50,Physical limnology
40.200,Natural resources
40.200.10,Water resources
40.210,Nature-society interactions
40.220,Soil science
40.220.10,Agricultural soil science
40.220.20,Edaphology
40.220.30,Pedogenesis
40.220.40,Pedology
40.220.50,Soil chemistry
40.220.50.10,Anion exchange capacity
40.220.50.20,Cation exchange capacity
40.220.60,Soil ecology
40.230,Species colonization
40.230.10,Invasive species
40.240,Sustainability science
40.240.10,Maximum sustainable yield
40.240.20,Optimum sustainable yield
40.240.30,Sustainable agriculture
40.250,Terrestrial environments
40.250.10,Agricultural land
40.250.20,Built environment
40.250.30,Deserts
40.250.40,Forests
40.250.50,Grasslands
40.250.60,Mountains
40.250.70,Seamounts
40.250.80,Temperate forests
40.250.90,Tropical rainforests
40.250.100,Tundra
40.250.110,Urban environments
40.250.120,Wilderness
40.260,Wildfires
40.260.10,Fire management
40.260.20,Flames
40.260.30,Smoke
50,Engineering and technology
50.10,Acoustical engineering
50.10.10,Noise control
50.10.20,Sonar
50.20,Aerospace engineering
50.20.10,Aeroelasticity
50.20.20,Aeronautical engineering
50.20.30,Astrodynamics
50.20.30.10,Perturbation (astrodynamics)
50.20.40,Astronautics
50.20.50,Aviation
50.20.60,Avionics
50.20.60.10,Synthetic vision systems
50.20.70,Flight testing
50.20.80,Leading edges
50.30,Architectural engineering
50.40,Automotive engineering
50.50,Bioengineering
50.50.10,Biological systems engineering
50.50.20,Biomedical engineering
50.50.30,Biomimetics
50.50.40,Bionics
50.50.50,Synthetic bioengineering
50.50.50.10,Genome engineering
50.50.50.10.10,Synthetic genome editing
50.50.50.10.10.10,CRISPR
50.50.50.10.10.20,TALENs
50.50.50.10.10.30,Zinc finger nucleases
50.50.50.20,Macromolecular engineering
50.50.50.20.10,Macromolecular design
50.50.50.20.20,Protein engineering
50.50.50.20.20.10,Antibody engineering
50.50.50.20.20.20,Directed evolution
50.50.50.30,Metabolic engineering
50.50.50.40,Network engineering
50.50.50.50,Pathway engineering
50.50.60,Tissue engineering
50.60,Chemical engineering
50.60.10,Chemical production
50.60.20,Industrial chemicals
50.70,Civil engineering
50.70.10,Coastal engineering
50.70.20,Geotechnical engineering
50.70.30,Transportation infrastructure
50.70.30.10,Canals
50.70.30.20,Roads
50.70.30.20.10,Highways
50.80,Control engineering
50.80.10,Automation
50.80.20,Control systems
50.80.30,Control theory
50.80.40,Fault tolerance
50.90,Digital imaging
50.90.10,Grayscale
50.100,Earthquake engineering
50.100.10,Earthquake resistant structures
50.100.20,Earthquake warning systems
50.110,Electrical engineering
50.110.10,Electrical circuits
50.110.10.10,Delay circuits
50.110.10.20,Electronic circuits
50.110.10.30,Microcircuits
50.110.20,Electrical faults
50.110.30,Power engineering
50.120,Electronics
50.120.10,Accelerometers
50.120.20,Capacitors
50.120.30,Comparators
50.120.30.10,Optical comparators
50.120.40,Consumer electronics
50.120.50,Diodes
50.120.50.10,Light-emitting diodes
50.120.50.20,Photodiodes
50.120.60,Electrodes
50.120.60.10,Anodes
50.120.60.20,Cathodes
50.120.60.30,Microelectrodes
50.120.60.40,Reference electrodes
50.120.60.50,Tungsten electrodes
50.120.70,Integrators (electronics)
50.120.80,Modulators
50.120.90,Oscilloscopes
50.120.100,Rectifiers
50.120.110,Relays
50.120.120,Signal decoders
50.120.130,Solenoids
50.120.140,Spintronics
50.130,Electronics engineering
50.130.10,Charge-coupled devices
50.130.20,Computer engineering
50.130.30,Crosstalk (electronics)
50.130.40,Logic circuits
50.130.50,Toggle switches
50.130.60,Wiring diagrams
50.140,Energy and power
50.140.10,Alternative energy
50.140.10.10,Hydroelectric power
50.140.10.20,Photovoltaic power
50.140.10.30,Wind power
50.140.20,Bioenergy
50.140.30,Fuels
50.140.30.10,Biofuels
50.140.30.10.10,Bioalcohols
50.140.30.10.20,Biodiesel
50.140.30.10.30,Bioethers
50.140.30.10.40,Biogas
50.140.30.10.50,Biomethanol
50.140.30.10.60,Crop waste
50.140.30.10.70,Green diesel
50.140.30.10.80,Solid biofuels
50.140.30.10.90,Syngas
50.140.30.10.100,Vegetable oils
50.140.30.20,Fossil fuels
50.140.30.20.10,Coal
50.140.30.20.20,Crude oil
50.140.30.20.30,Diesel fuel
50.140.30.20.40,Gasoline
50.140.30.20.50,Natural gas
50.140.40,Hydrogen storage
50.140.40.10,Chemical hydrogen storage
50.140.40.20,Hydrogen storage materials
50.140.40.30,Pipeline hydrogen storage
50.140.40.40,Underground hydrogen storage
50.140.50,Power distribution
50.140.60,Power stations
50.150,Environmental engineering
50.150.10,Bioremediation
50.150.10.10,Phytoremediation
50.150.20,Carbon sequestration
50.150.30,Green revolution
50.150.40,Hazardous wastes
50.150.50,Nuclear waste
50.150.60,Oil spills
50.150.70,Pollution
50.150.70.10,Air pollution
50.150.70.10.10,Vehicle emissions
50.150.70.20,Water pollution
50.150.80,Sewage
50.150.90,Water management
50.160,Equipment
50.160.10,Audio equipment
50.160.10.10,Headphones
50.160.10.20,Loudspeakers
50.160.10.30,Microphones
50.160.20,Communication equipment
50.160.20.10,Antennas
50.160.20.20,Cell phones
50.160.20.30,Telephones
50.160.30,Detectors
50.160.30.10,Biosensors
50.160.30.10.10,Surface plasmon resonance biosensor
50.160.30.20,Motion detectors
50.160.30.30,Olfactometers
50.160.30.40,Radar
50.160.40,Imaging equipment
50.160.40.10,Scanning electron microscopes
50.160.50,Laboratory equipment
50.160.50.10,Capillary tubes
50.160.50.20,Centrifuges
50.160.50.20.10,Ultracentrifuges
50.160.50.30,Cryostats
50.160.50.40,Culture media
50.160.50.40.10,Gelatin media
50.160.50.50,Filter paper
50.160.50.60,Ion sources
50.160.50.70,Microtomes
50.160.50.80,Mixers
50.160.50.90,Pipettes
50.160.50.100,Vacuum apparatus
50.160.50.100.10,Photomultiplier tubes
50.160.50.100.20,Tetrodes
50.160.50.110,Ventilators
50.160.60,Measurement equipment
50.160.60.10,Compasses
50.160.60.20,Densitometers
50.160.60.30,Magnetometers
50.160.60.40,Scintillation counters
50.160.60.50,Spectrometers
50.160.60.50.10,Mass spectrometers
50.160.60.50.20,Spectrophotometers
50.160.60.60,Thermocouples
50.160.60.70,Thermometers
50.160.70,Optical equipment
50.160.70.10,Adaptive optics
50.160.70.20,Binoculars
50.160.70.30,Cameras
50.160.70.30.10,Astronomical cameras
50.160.70.30.20,Digital cameras
50.160.70.40,Fluorometers
50.160.70.50,Lasers
50.160.70.50.10,Argon lasers
50.160.70.50.20,Diode lasers
50.160.70.50.30,Laser beams
50.160.70.60,Microscopes
50.160.70.60.10,Electron microscopes
50.160.70.70,Mirrors
50.160.70.80,Monochromators
50.160.70.90,Optical lenses
50.160.70.100,Prisms
50.160.70.110,Telescopes
50.160.80,Particle accelerators
50.160.80.10,Synchrotrons
50.160.90,Safety equipment
50.160.90.10,Protective clothing
50.160.90.10.10,Protective eyewear
50.160.90.10.20,Protective footwear
50.160.90.10.30,Protective gloves
50.160.90.10.40,Spacesuits
50.160.100,Transducers
50.160.110,Weapons
50.160.110.10,Bombs
50.160.110.20,Landmines
50.160.110.30,Nuclear weapons
50.160.110.40,Shotguns
50.170,Fire engineering
50.170.10,Fire research
50.170.20,Fire safety
50.170.30,Fire suppression technology
50.180,Fluidics
50.180.10,Microfluidics
50.180.20,Nanofluidics
50.190,Forensic engineering
50.190.10,Forensic materials engineering
50.200,Geological engineering
50.210,Human factors engineering
50.210.10,Ergonomics
50.210.10.10,Workplace layout
50.210.20,Habitability
50.210.30,Man-computer interface
50.210.30.10,Computer terminals
50.210.30.20,Graphical user interface
50.210.30.30,Virtual reality
50.220,Industrial engineering
50.220.10,Industrial ecology
50.220.20,Industrial modernization
50.220.30,Industrial preparedness
50.220.40,Industrial processes
50.220.40.10,Separation processes
50.220.40.10.10,Centrifugation
50.220.40.10.10.10,Cesium chloride gradient centrifugation
50.220.40.10.10.20,Density gradient centrifugation
50.220.40.10.10.20.10,Sucrose density gradient centrifugation
50.220.40.10.10.30,Differential centrifugation
50.220.40.10.10.40,Isopycnic centrifugation
50.220.40.10.10.50,Ultracentrifugation
50.220.40.10.10.60,Zonal centrifugation
50.220.40.10.20,Crystallization techniques
50.220.40.10.20.10,Batch crystallization
50.220.40.10.20.20,Co-crystallization
50.220.40.10.20.30,Crystallization seeding
50.220.40.10.20.40,Gel acupuncture technique
50.220.40.10.20.50,Gel crystallization
50.220.40.10.20.60,Interface diffusion
50.220.40.10.20.70,Membrane protein crystallization
50.220.40.10.20.80,Vapor diffusion
50.220.40.10.30,Distillation
50.220.40.10.30.10,Simple distillation
50.220.40.10.40,Elution
50.220.40.10.50,Filtration
50.220.40.10.50.10,Gel filtration
50.220.40.10.50.20,Hemofiltration
50.220.40.10.50.30,Ultrafiltration
50.220.40.10.60,Fractional condensation
50.220.40.10.70,Fractional distillation
50.220.40.10.80,Fractionation
50.220.40.10.80.10,Cell fractionation
50.220.40.10.80.20,Organic fractionation
50.220.40.10.80.20.10,Saponification
50.220.40.10.80.30,Subcellular fractionation
50.220.40.10.90,Molecular dialysis
50.220.40.10.90.10,Equilibrium dialysis
50.220.40.10.90.20,Membrane dialysis
50.220.40.10.90.30,Microdialysis
50.220.40.10.90.40,On-line dialysis
50.220.40.20,Tooling
50.220.50,Industrial research
50.220.60,Nuclear industrial applications
50.220.70,Process engineering
50.220.80,Quality control
